transaccion_id,tarjeta_id,fecha,monto,categoria,canal,ciudad,es_fraude
45678,1400,2026-06-11,1010.7,Viajes,ATM,Medellin,false
45679,4022,2026-08-29,2824.14,Salud,App movil,Guadalajara,false
45680,4434,2026-06-07,418.17,Salud,ATM,Monterrey,false
45681,7618,2026-08-10,319.42,Entretenimiento,E-commerce,Monterrey,false
45682,9042,2026-07-18,2025.42,Salud,POS,Medellin,false
45683,4136,2026-07-15,215.57,Educacion,POS,Bogota,false
45684,9181,2026-08-15,1325.8,Restaurantes,E-commerce,Puebla,true
45685,8723,2026-08-03,2127.75,Restaurantes,ATM,CDMX,false
45686,8508,2026-06-18,1628.25,Viajes,E-commerce,Monterrey,false
45687,1615,2026-08-09,802.56,Educacion,E-commerce,Bogota,true
45688,1756,2026-07-08,2919.96,Entretenimiento,App movil,Monterrey,false
45689,3448,2026-07-14,410.72,Salud,ATM,CDMX,false
45690,7733,2026-08-07,4460.42,Educacion,App movil,Monterrey,false
45691,8038,2026-06-11,4532.6,Entretenimiento,App movil,CDMX,false
45692,6299,2026-06-13,7572.26,Servicios,E-commerce,Monterrey,false
45693,281,2026-07-29,5687.45,Viajes,E-commerce,Medellin,false
45694,6298,2026-09-03,1083.08,Retail,ATM,Puebla,false
45695,4525,2026-08-24,3819.15,Retail,POS,Monterrey,false
45696,3735,2026-07-01,1540.28,Viajes,POS,Puebla,false
45697,4509,2026-06-18,76.59,Servicios,POS,Bogota,false
45698,639,2026-07-31,649.37,Viajes,POS,Monterrey,false
45699,7144,2026-07-28,1486.96,Viajes,E-commerce,CDMX,false
45700,6229,2026-06-12,2770.64,Viajes,POS,Monterrey,false
45701,6472,2026-08-11,210.04,Salud,Recurrente,Puebla,false
45702,1892,2026-06-16,2714.45,Retail,E-commerce,CDMX,false
45703,6567,2026-08-31,1992.59,Viajes,E-commerce,Puebla,false
45704,8156,2026-06-06,5870.53,Viajes,E-commerce,Medellin,false
45705,6337,2026-08-20,4545.76,Gasolina,POS,Medellin,false
45706,274,2026-08-10,685.1,Educacion,E-commerce,Guadalajara,false
45707,2674,2026-07-25,670.57,Entretenimiento,App movil,Bogota,false
45708,7535,2026-07-30,302.51,Gasolina,Recurrente,Monterrey,false
45709,958,2026-07-06,4376.93,Servicios,E-commerce,Monterrey,false
45710,5044,2026-07-13,3490.12,Entretenimiento,E-commerce,Monterrey,false
45711,6811,2026-07-09,2780.07,Educacion,App movil,Bogota,false
45712,4827,2026-06-13,2292.55,Salud,E-commerce,Medellin,false
45713,6102,2026-07-07,2772.39,Servicios,App movil,Guadalajara,false
45714,5935,2026-07-30,662.22,Entretenimiento,ATM,Monterrey,false
45715,4486,2026-06-21,2679.48,Restaurantes,ATM,Guadalajara,false
45716,1539,2026-06-21,1024.45,Supermercado,Recurrente,Puebla,false
45717,1766,2026-08-05,5699.61,Salud,App movil,Monterrey,false
45718,6503,2026-06-13,6855.07,Educacion,E-commerce,Medellin,false
45719,8503,2026-08-30,84.72,Salud,App movil,Medellin,false
45720,1994,2026-08-23,5541.07,Retail,App movil,Puebla,true
45721,3441,2026-06-07,3501.03,Educacion,Recurrente,Bogota,false
45722,9878,2026-08-19,1337.62,Gasolina,E-commerce,Monterrey,false
45723,438,2026-08-08,97.46,Restaurantes,POS,Bogota,false
45724,5792,2026-08-03,984.83,Salud,ATM,Guadalajara,false
45725,634,2026-09-01,4928.88,Supermercado,App movil,Guadalajara,false
45726,5968,2026-06-30,1322.28,Retail,E-commerce,CDMX,false
45727,2356,2026-08-05,5248.44,Restaurantes,ATM,Monterrey,false
45728,7548,2026-07-23,286.88,Entretenimiento,POS,CDMX,false
45729,3594,2026-06-27,3697.02,Salud,App movil,Bogota,false
45730,9479,2026-07-02,804.27,Servicios,ATM,Puebla,false
45731,7068,2026-06-25,591.63,Viajes,E-commerce,CDMX,false
45732,1499,2026-07-12,3286.38,Supermercado,POS,Monterrey,false
45733,8719,2026-08-31,4526.82,Educacion,POS,Puebla,false
45734,7368,2026-06-08,1497.86,Salud,E-commerce,Puebla,false
45735,3654,2026-07-07,5395.04,Supermercado,E-commerce,Puebla,false
45736,7005,2026-08-15,3368.0,Entretenimiento,ATM,CDMX,false
45737,7777,2026-06-11,1634.64,Entretenimiento,E-commerce,Monterrey,false
45738,207,2026-07-11,4410.56,Supermercado,Recurrente,Puebla,false
45739,5887,2026-07-17,1269.45,Educacion,POS,Puebla,false
45740,3426,2026-07-14,959.19,Servicios,App movil,Puebla,false
45741,6701,2026-08-05,1163.79,Entretenimiento,POS,Guadalajara,false
45742,1732,2026-07-06,2337.06,Salud,App movil,Monterrey,false
45743,4016,2026-06-09,5649.11,Gasolina,E-commerce,Puebla,true
45744,7670,2026-08-28,444.88,Retail,App movil,Monterrey,false
45745,5116,2026-07-06,7183.95,Supermercado,Recurrente,Monterrey,false
45746,2253,2026-06-08,667.55,Retail,E-commerce,Medellin,false
45747,5121,2026-08-27,1674.99,Salud,ATM,Puebla,false
45748,9236,2026-06-15,1087.74,Restaurantes,POS,Guadalajara,false
45749,5108,2026-07-15,518.93,Entretenimiento,E-commerce,Guadalajara,false
45750,5527,2026-09-02,3796.48,Restaurantes,POS,Puebla,false
45751,1596,2026-06-29,556.02,Viajes,Recurrente,Medellin,false
45752,8458,2026-06-07,2378.24,Supermercado,POS,Monterrey,false
45753,5738,2026-06-07,93.81,Servicios,POS,Medellin,false
45754,404,2026-07-21,165.22,Entretenimiento,App movil,CDMX,false
45755,3645,2026-07-19,3190.64,Restaurantes,E-commerce,Guadalajara,false
45756,8783,2026-06-20,3676.73,Servicios,ATM,Medellin,false
45757,2625,2026-07-03,206.1,Servicios,ATM,Puebla,false
45758,2526,2026-07-02,2853.32,Gasolina,POS,Puebla,false
45759,9449,2026-08-15,2306.01,Gasolina,Recurrente,Medellin,false
45760,2114,2026-07-26,5289.84,Servicios,POS,Bogota,false
45761,8646,2026-07-26,4115.41,Salud,Recurrente,Guadalajara,false
45762,2547,2026-06-15,3037.53,Entretenimiento,ATM,Medellin,false
45763,3039,2026-07-16,2066.84,Servicios,POS,Guadalajara,false
45764,6151,2026-07-05,4004.9,Salud,App movil,Guadalajara,false
45765,2499,2026-08-09,543.09,Salud,App movil,CDMX,false
45766,9818,2026-07-28,60.05,Educacion,Recurrente,Medellin,false
45767,2554,2026-08-11,2994.87,Entretenimiento,POS,Monterrey,false
45768,8142,2026-06-10,177.72,Gasolina,POS,Guadalajara,false
45769,1072,2026-06-26,3018.21,Restaurantes,E-commerce,CDMX,false
45770,1388,2026-08-04,7456.44,Educacion,App movil,Medellin,false
45771,1111,2026-07-02,2291.28,Servicios,Recurrente,Bogota,false
45772,1413,2026-08-30,4167.78,Gasolina,Recurrente,Bogota,true
45773,7431,2026-08-24,4666.78,Entretenimiento,ATM,Bogota,false
45774,3741,2026-08-07,2183.94,Retail,POS,Medellin,false
45775,3089,2026-08-03,725.73,Restaurantes,Recurrente,CDMX,false
45776,8674,2026-09-01,2448.71,Supermercado,E-commerce,Bogota,false
45777,5035,2026-08-01,1584.98,Supermercado,Recurrente,Guadalajara,false
45778,204,2026-07-18,698.14,Retail,POS,Bogota,false
45779,7088,2026-08-14,1612.51,Educacion,Recurrente,Guadalajara,false
45780,6791,2026-07-29,3730.15,Restaurantes,POS,Medellin,false
45781,8260,2026-09-01,4452.28,Salud,App movil,Puebla,false
45782,5537,2026-06-22,3604.47,Restaurantes,App movil,Monterrey,false
45783,3288,2026-08-28,5220.57,Viajes,E-commerce,Monterrey,false
45784,1631,2026-07-14,3746.75,Viajes,E-commerce,CDMX,false
45785,1944,2026-08-23,254.27,Salud,Recurrente,Puebla,false
45786,4381,2026-08-20,775.89,Retail,E-commerce,Puebla,false
45787,5520,2026-07-14,281.48,Servicios,POS,Medellin,false
45788,9626,2026-07-16,483.82,Retail,ATM,Puebla,false
45789,2292,2026-08-08,1446.17,Restaurantes,App movil,Guadalajara,false
45790,8244,2026-06-27,2772.81,Viajes,ATM,Medellin,false
45791,1295,2026-08-11,1614.42,Retail,ATM,Bogota,false
45792,7611,2026-08-14,610.14,Salud,POS,CDMX,false
45793,2907,2026-07-10,737.01,Retail,Recurrente,Monterrey,false
45794,5047,2026-07-19,1006.14,Servicios,Recurrente,Puebla,false
45795,1408,2026-07-24,1454.51,Viajes,App movil,CDMX,false
45796,3193,2026-07-15,2772.76,Salud,Recurrente,Medellin,false
45797,9849,2026-07-17,130.05,Gasolina,ATM,Medellin,false
45798,4812,2026-08-04,138.03,Retail,Recurrente,Monterrey,false
45799,8535,2026-07-29,1802.37,Gasolina,POS,Medellin,false
45800,8083,2026-08-07,1447.01,Entretenimiento,Recurrente,Medellin,false
45801,3611,2026-07-26,1089.57,Salud,POS,CDMX,false
45802,1470,2026-06-24,6177.49,Entretenimiento,ATM,Medellin,false
45803,9409,2026-09-02,1331.47,Salud,App movil,Guadalajara,false
45804,7304,2026-08-18,1647.52,Viajes,App movil,Medellin,false
45805,9156,2026-07-11,3149.76,Salud,ATM,Guadalajara,false
45806,9871,2026-07-26,76.57,Salud,E-commerce,Medellin,false
45807,903,2026-08-03,4294.58,Salud,ATM,CDMX,false
45808,4123,2026-08-25,500.24,Restaurantes,Recurrente,Guadalajara,false
45809,8028,2026-07-13,1614.38,Supermercado,E-commerce,CDMX,false
45810,5813,2026-08-08,1211.25,Retail,Recurrente,CDMX,false
45811,3453,2026-08-30,89.32,Viajes,App movil,Guadalajara,false
45812,9700,2026-08-07,813.4,Gasolina,App movil,CDMX,false
45813,4979,2026-07-27,259.51,Restaurantes,E-commerce,Puebla,false
45814,1806,2026-07-31,182.94,Salud,Recurrente,Puebla,false
45815,7348,2026-08-10,1286.66,Restaurantes,ATM,Bogota,false
45816,9541,2026-08-06,2253.6,Viajes,E-commerce,Medellin,false
45817,5321,2026-06-08,975.56,Educacion,POS,Puebla,false
45818,8303,2026-09-01,619.39,Entretenimiento,E-commerce,CDMX,true
45819,7714,2026-07-17,1952.61,Viajes,ATM,Monterrey,false
45820,3622,2026-09-01,704.99,Entretenimiento,POS,Monterrey,false
45821,5576,2026-07-02,3801.1,Restaurantes,Recurrente,Medellin,false
45822,6056,2026-08-29,1537.55,Restaurantes,POS,Monterrey,false
45823,1686,2026-08-27,1075.88,Entretenimiento,E-commerce,Medellin,false
45824,2299,2026-08-08,3230.17,Gasolina,POS,Guadalajara,false
45825,1329,2026-08-05,5855.67,Entretenimiento,POS,Medellin,false
45826,8975,2026-06-22,773.1,Servicios,App movil,Medellin,false
45827,8518,2026-08-25,696.7,Salud,ATM,CDMX,false
45828,6443,2026-08-06,2331.24,Restaurantes,POS,Guadalajara,false
45829,9321,2026-08-12,274.39,Gasolina,App movil,Guadalajara,false
45830,9626,2026-06-29,584.68,Gasolina,Recurrente,Medellin,false
45831,6364,2026-07-20,494.73,Viajes,App movil,Puebla,false
45832,8513,2026-08-12,221.05,Servicios,E-commerce,Bogota,false
45833,6853,2026-08-30,3583.72,Salud,POS,Guadalajara,false
45834,4660,2026-07-04,2299.92,Supermercado,ATM,Guadalajara,false
45835,5979,2026-07-31,986.02,Viajes,ATM,Guadalajara,false
45836,9062,2026-08-15,4889.55,Entretenimiento,POS,Medellin,false
45837,2142,2026-07-18,1268.23,Salud,Recurrente,Medellin,false
45838,4596,2026-06-12,1818.45,Salud,E-commerce,CDMX,false
45839,7215,2026-07-14,2439.84,Viajes,ATM,Puebla,false
45840,3887,2026-07-10,472.4,Entretenimiento,POS,Medellin,false
45841,9262,2026-06-21,394.33,Viajes,ATM,Puebla,false
45842,8477,2026-06-14,751.31,Educacion,App movil,CDMX,false
45843,2449,2026-06-10,2400.74,Entretenimiento,Recurrente,Bogota,false
45844,7989,2026-08-01,5974.35,Restaurantes,E-commerce,Puebla,false
45845,3548,2026-07-15,3634.23,Servicios,Recurrente,Medellin,false
45846,9845,2026-07-30,2079.61,Educacion,App movil,Medellin,false
45847,4748,2026-07-09,68.69,Restaurantes,ATM,Bogota,false
45848,6970,2026-08-08,1311.07,Entretenimiento,ATM,CDMX,false
45849,5033,2026-06-08,1502.86,Entretenimiento,ATM,Monterrey,false
45850,8923,2026-08-27,216.76,Retail,Recurrente,Guadalajara,false
45851,3453,2026-08-08,362.28,Retail,E-commerce,CDMX,false
45852,8643,2026-07-31,178.1,Servicios,POS,Puebla,false
45853,4356,2026-07-16,4541.99,Gasolina,Recurrente,Medellin,false
45854,1919,2026-07-03,62.48,Retail,ATM,Bogota,false
45855,954,2026-09-02,1307.95,Educacion,App movil,CDMX,false
45856,5292,2026-07-19,2936.29,Retail,POS,Puebla,false
45857,5549,2026-08-29,543.7,Viajes,POS,Monterrey,false
45858,3232,2026-08-09,2340.31,Gasolina,App movil,Bogota,false
45859,6250,2026-08-15,928.49,Retail,E-commerce,Puebla,false
45860,9530,2026-06-28,5778.81,Supermercado,App movil,Medellin,false
45861,4830,2026-07-01,2951.05,Restaurantes,ATM,CDMX,false
45862,1478,2026-06-10,1519.36,Salud,E-commerce,Monterrey,false
45863,4552,2026-08-17,1601.17,Retail,E-commerce,Puebla,false
45864,6269,2026-08-09,752.48,Entretenimiento,Recurrente,Bogota,false
45865,292,2026-07-06,2736.92,Supermercado,Recurrente,Monterrey,false
45866,3803,2026-06-13,57.66,Servicios,ATM,Guadalajara,false
45867,9499,2026-06-12,4287.71,Servicios,POS,CDMX,false
45868,4584,2026-06-11,4149.11,Entretenimiento,Recurrente,Medellin,false
45869,4128,2026-07-02,1855.18,Viajes,ATM,Monterrey,false
45870,3297,2026-07-20,2225.08,Servicios,App movil,Medellin,false
45871,728,2026-06-19,187.81,Servicios,ATM,Monterrey,false
45872,3172,2026-07-31,2145.81,Gasolina,Recurrente,Monterrey,false
45873,4359,2026-07-25,782.92,Gasolina,POS,CDMX,false
45874,7691,2026-06-24,4237.71,Viajes,App movil,Guadalajara,false
45875,5153,2026-07-19,117.79,Supermercado,E-commerce,CDMX,false
45876,9403,2026-07-23,5158.01,Salud,App movil,Puebla,false
45877,9406,2026-07-18,614.48,Gasolina,ATM,Bogota,false
45878,7976,2026-08-18,2815.74,Servicios,POS,CDMX,false
45879,3354,2026-07-28,4264.49,Servicios,App movil,Guadalajara,false
45880,4594,2026-06-08,4683.73,Entretenimiento,E-commerce,Guadalajara,true
45881,5782,2026-08-19,560.59,Gasolina,ATM,Monterrey,false
45882,6194,2026-08-15,1735.15,Retail,ATM,CDMX,false
45883,280,2026-08-08,646.22,Supermercado,POS,Monterrey,false
45884,335,2026-07-03,685.5,Supermercado,E-commerce,CDMX,false
45885,2654,2026-06-18,2175.49,Salud,ATM,Puebla,false
45886,5290,2026-08-13,158.76,Servicios,Recurrente,Puebla,false
45887,5833,2026-08-25,667.24,Retail,App movil,Monterrey,false
45888,3479,2026-07-14,3060.0,Salud,ATM,Guadalajara,false
45889,5913,2026-09-03,986.35,Servicios,ATM,Guadalajara,false
45890,3180,2026-08-14,5596.58,Retail,E-commerce,Guadalajara,false
45891,2065,2026-07-14,1893.88,Restaurantes,Recurrente,Puebla,false
45892,2256,2026-08-30,6106.94,Entretenimiento,App movil,Medellin,false
45893,3297,2026-06-21,631.89,Gasolina,App movil,Puebla,false
45894,6023,2026-08-06,1003.84,Entretenimiento,E-commerce,Guadalajara,false
45895,6343,2026-08-07,444.44,Retail,POS,Puebla,false
45896,5800,2026-07-30,1182.14,Supermercado,Recurrente,Bogota,false
45897,1212,2026-07-09,808.8,Educacion,Recurrente,Bogota,false
45898,72,2026-07-06,423.78,Salud,POS,Medellin,false
45899,9189,2026-07-27,4914.77,Servicios,Recurrente,Bogota,false
45900,5412,2026-08-11,1451.1,Servicios,App movil,Puebla,false
45901,2299,2026-06-22,918.31,Gasolina,POS,Puebla,false
45902,5502,2026-07-08,1641.59,Gasolina,ATM,CDMX,false
45903,7450,2026-07-11,3826.74,Educacion,E-commerce,Monterrey,false
45904,2951,2026-06-12,4500.98,Restaurantes,App movil,Monterrey,false
45905,1249,2026-08-27,4408.84,Restaurantes,Recurrente,Bogota,false
45906,8815,2026-07-27,1495.56,Educacion,POS,Medellin,false
45907,9358,2026-08-05,3822.79,Salud,App movil,Monterrey,false
45908,2579,2026-07-29,5233.77,Supermercado,ATM,Puebla,false
45909,9149,2026-08-05,3629.67,Restaurantes,Recurrente,Guadalajara,false
45910,1091,2026-08-04,1380.23,Educacion,POS,Medellin,false
45911,8321,2026-06-13,1360.9,Entretenimiento,POS,Monterrey,false
45912,74,2026-06-25,313.89,Servicios,Recurrente,Puebla,false
45913,653,2026-07-11,4836.62,Restaurantes,E-commerce,Monterrey,false
45914,2399,2026-08-15,4171.75,Retail,E-commerce,Guadalajara,false
45915,9969,2026-06-18,2097.23,Supermercado,App movil,CDMX,false
45916,9392,2026-08-19,536.32,Retail,Recurrente,CDMX,false
45917,5718,2026-08-07,386.87,Educacion,ATM,Puebla,false
45918,7472,2026-07-04,1164.53,Entretenimiento,POS,Medellin,false
45919,5890,2026-08-21,1401.36,Educacion,POS,Medellin,false
45920,4193,2026-07-28,5078.44,Restaurantes,ATM,Medellin,false
45921,7399,2026-07-12,198.56,Retail,Recurrente,Puebla,false
45922,9071,2026-07-14,1140.65,Gasolina,Recurrente,Bogota,false
45923,3341,2026-07-03,690.57,Supermercado,ATM,Puebla,false
45924,4100,2026-07-18,2474.37,Gasolina,App movil,Guadalajara,false
45925,7203,2026-08-01,4399.96,Servicios,Recurrente,Guadalajara,false
45926,4393,2026-07-06,1020.58,Entretenimiento,POS,Puebla,false
45927,9389,2026-08-14,1905.13,Supermercado,App movil,CDMX,false
45928,4720,2026-08-29,4230.96,Servicios,ATM,Monterrey,false
45929,8350,2026-06-27,761.44,Viajes,E-commerce,Guadalajara,false
45930,8078,2026-07-31,5990.98,Supermercado,POS,Guadalajara,false
45931,4474,2026-07-02,79.44,Restaurantes,POS,Bogota,false
45932,2927,2026-08-26,1815.59,Restaurantes,POS,Puebla,false
45933,6758,2026-06-22,2280.74,Gasolina,POS,Medellin,false
45934,171,2026-07-21,413.6,Supermercado,App movil,CDMX,false
45935,3261,2026-07-25,3302.7,Viajes,ATM,CDMX,false
45936,7765,2026-07-08,1551.02,Viajes,E-commerce,CDMX,false
45937,9186,2026-08-05,906.14,Restaurantes,App movil,CDMX,false
45938,7960,2026-07-10,2225.1,Educacion,E-commerce,CDMX,false
45939,3025,2026-06-19,5559.61,Salud,ATM,Monterrey,false
45940,7946,2026-08-09,466.02,Entretenimiento,Recurrente,Bogota,false
45941,3518,2026-08-26,5291.77,Salud,ATM,Puebla,false
45942,8983,2026-06-09,2818.02,Educacion,ATM,CDMX,false
45943,1929,2026-06-27,2741.87,Supermercado,E-commerce,Bogota,false
45944,9086,2026-08-16,3895.7,Restaurantes,E-commerce,Guadalajara,false
45945,4580,2026-06-10,763.57,Supermercado,E-commerce,CDMX,false
45946,6772,2026-06-17,5022.21,Restaurantes,E-commerce,Monterrey,false
45947,5639,2026-08-19,1486.8,Educacion,E-commerce,Bogota,false
45948,1790,2026-06-16,108.16,Entretenimiento,POS,Monterrey,false
45949,2111,2026-07-15,1516.07,Supermercado,App movil,Guadalajara,false
45950,1442,2026-08-19,2674.51,Supermercado,App movil,Puebla,false
45951,7189,2026-07-03,1208.44,Servicios,Recurrente,Guadalajara,false
45952,3998,2026-06-19,1288.53,Educacion,Recurrente,Guadalajara,false
45953,7130,2026-07-16,2562.2,Retail,App movil,Puebla,false
45954,1839,2026-07-10,2568.93,Restaurantes,Recurrente,Bogota,false
45955,7638,2026-07-26,5975.91,Gasolina,Recurrente,Monterrey,false
45956,9342,2026-06-09,389.91,Salud,App movil,Bogota,false
45957,6057,2026-06-10,4483.99,Entretenimiento,Recurrente,Monterrey,false
45958,6546,2026-07-02,1677.41,Viajes,E-commerce,Medellin,false
45959,4895,2026-08-10,1185.12,Restaurantes,App movil,Guadalajara,false
45960,238,2026-07-23,1103.94,Restaurantes,App movil,Bogota,false
45961,9551,2026-08-13,2382.96,Restaurantes,Recurrente,Monterrey,false
45962,6569,2026-07-13,55.84,Salud,E-commerce,Puebla,false
45963,9891,2026-08-14,2612.43,Entretenimiento,ATM,Bogota,false
45964,6095,2026-08-21,3195.15,Retail,Recurrente,Medellin,false
45965,4480,2026-06-16,1980.97,Educacion,POS,CDMX,false
45966,8438,2026-06-28,1571.0,Restaurantes,Recurrente,Medellin,false
45967,2231,2026-08-21,3074.79,Entretenimiento,App movil,Bogota,false
45968,9173,2026-06-16,2064.8,Gasolina,Recurrente,Monterrey,false
45969,6014,2026-08-17,237.0,Salud,Recurrente,Guadalajara,false
45970,327,2026-08-14,758.27,Retail,Recurrente,Monterrey,false
45971,1724,2026-08-17,3116.87,Servicios,App movil,Guadalajara,false
45972,5286,2026-06-14,723.5,Entretenimiento,ATM,Bogota,false
45973,2023,2026-08-17,1138.79,Salud,E-commerce,Monterrey,false
45974,1192,2026-08-17,6426.73,Gasolina,E-commerce,CDMX,false
45975,7046,2026-06-26,2887.17,Restaurantes,POS,Monterrey,false
45976,8742,2026-06-06,1125.51,Salud,POS,Bogota,false
45977,9138,2026-06-15,151.69,Educacion,Recurrente,Medellin,false
45978,5449,2026-06-16,927.66,Educacion,POS,Guadalajara,false
45979,517,2026-07-20,487.0,Gasolina,POS,Medellin,false
45980,7623,2026-06-19,4511.81,Entretenimiento,POS,Medellin,false
45981,317,2026-08-03,1924.99,Servicios,ATM,Guadalajara,false
45982,901,2026-07-20,136.84,Retail,ATM,Puebla,false
45983,5233,2026-06-24,145.81,Gasolina,App movil,Guadalajara,false
45984,169,2026-08-14,3246.91,Servicios,ATM,Guadalajara,false
45985,2381,2026-06-19,1195.22,Gasolina,ATM,Puebla,false
45986,9242,2026-06-20,399.14,Supermercado,ATM,Guadalajara,false
45987,2576,2026-08-13,134.21,Entretenimiento,Recurrente,Monterrey,false
45988,3748,2026-07-10,3763.04,Entretenimiento,POS,Medellin,false
45989,7016,2026-06-27,2442.25,Viajes,ATM,Medellin,false
45990,3882,2026-07-20,2604.92,Supermercado,E-commerce,Medellin,false
45991,499,2026-07-23,319.06,Viajes,POS,Guadalajara,false
45992,5625,2026-08-31,110.39,Gasolina,POS,Guadalajara,false
45993,6992,2026-09-03,1396.92,Servicios,App movil,Guadalajara,false
45994,8586,2026-07-03,6648.57,Viajes,Recurrente,Puebla,false
45995,7357,2026-07-15,3067.59,Restaurantes,Recurrente,Puebla,false
45996,9742,2026-08-19,653.72,Educacion,Recurrente,Guadalajara,false
45997,2702,2026-08-17,3542.62,Supermercado,E-commerce,Bogota,false
45998,4983,2026-08-08,4594.33,Salud,E-commerce,Monterrey,false
45999,9671,2026-08-25,831.02,Restaurantes,App movil,CDMX,false
46000,9018,2026-06-16,4696.58,Viajes,E-commerce,CDMX,false
46001,8883,2026-08-26,485.83,Entretenimiento,E-commerce,Medellin,false
46002,8854,2026-08-01,2833.81,Salud,E-commerce,Guadalajara,false
46003,3548,2026-06-06,1233.96,Restaurantes,POS,Guadalajara,false
46004,5578,2026-07-08,786.51,Entretenimiento,POS,Monterrey,false
46005,5153,2026-08-16,1362.07,Gasolina,Recurrente,Medellin,false
46006,8283,2026-06-10,1523.65,Supermercado,POS,CDMX,false
46007,5303,2026-07-09,88.53,Gasolina,ATM,Medellin,false
46008,761,2026-07-27,5907.25,Restaurantes,E-commerce,Puebla,false
46009,1966,2026-06-08,752.58,Salud,POS,Monterrey,false
46010,5427,2026-08-01,1196.45,Viajes,ATM,Monterrey,false
46011,5400,2026-06-21,1820.41,Salud,App movil,Bogota,false
46012,9983,2026-08-05,4004.3,Gasolina,Recurrente,Guadalajara,false
46013,4816,2026-08-07,279.55,Gasolina,App movil,Puebla,false
46014,3403,2026-07-15,3025.1,Educacion,App movil,Medellin,false
46015,2971,2026-07-30,231.18,Salud,Recurrente,Medellin,false
46016,1421,2026-08-22,1046.45,Restaurantes,ATM,Medellin,false
46017,1626,2026-08-14,3448.91,Servicios,ATM,Medellin,false
46018,6939,2026-07-27,250.4,Supermercado,App movil,Puebla,false
46019,9042,2026-08-31,53.72,Entretenimiento,ATM,Medellin,false
46020,5399,2026-08-20,2859.9,Viajes,POS,Puebla,false
46021,8228,2026-06-25,2320.34,Viajes,Recurrente,CDMX,false
46022,2082,2026-07-21,63.99,Viajes,POS,Bogota,false
46023,1798,2026-08-11,257.07,Servicios,E-commerce,Puebla,false
46024,3319,2026-07-13,3471.77,Retail,E-commerce,Guadalajara,false
46025,1577,2026-08-26,94.87,Entretenimiento,E-commerce,CDMX,false
46026,3306,2026-07-17,3734.6,Restaurantes,E-commerce,Puebla,false
46027,3190,2026-07-15,4372.35,Salud,ATM,Medellin,false
46028,634,2026-07-20,3967.92,Restaurantes,ATM,Guadalajara,false
46029,2625,2026-06-19,796.66,Servicios,E-commerce,Medellin,false
46030,8939,2026-08-30,1213.2,Retail,ATM,Medellin,false
46031,2046,2026-08-12,7582.4,Entretenimiento,App movil,Monterrey,false
46032,644,2026-09-02,3129.24,Gasolina,App movil,Medellin,false
46033,6804,2026-06-21,4549.85,Entretenimiento,App movil,CDMX,false
46034,9582,2026-07-04,5589.73,Educacion,E-commerce,Guadalajara,false
46035,7224,2026-08-29,2200.02,Educacion,Recurrente,Monterrey,false
46036,1603,2026-08-16,2029.47,Entretenimiento,ATM,Bogota,false
46037,5056,2026-06-09,533.91,Educacion,Recurrente,Guadalajara,false
46038,4927,2026-07-19,727.74,Retail,App movil,Bogota,false
46039,4537,2026-06-13,484.19,Salud,E-commerce,Bogota,false
46040,2129,2026-08-31,4424.07,Restaurantes,E-commerce,Bogota,false
46041,8094,2026-06-23,53.03,Servicios,POS,Bogota,false
46042,9666,2026-07-31,1775.08,Retail,ATM,Puebla,false
46043,6771,2026-06-26,5741.97,Servicios,ATM,Guadalajara,false
46044,755,2026-08-06,2945.97,Educacion,E-commerce,Monterrey,false
46045,1128,2026-08-08,800.36,Supermercado,App movil,Puebla,false
46046,9806,2026-08-08,3449.11,Servicios,Recurrente,Bogota,false
46047,2177,2026-06-27,264.86,Salud,E-commerce,Puebla,false
46048,4231,2026-07-25,1045.02,Entretenimiento,E-commerce,Medellin,false
46049,5180,2026-08-06,4400.87,Supermercado,ATM,Monterrey,false
46050,2015,2026-08-04,275.37,Salud,E-commerce,Medellin,false
46051,6445,2026-08-28,273.37,Gasolina,App movil,Guadalajara,false
46052,6304,2026-06-15,582.53,Servicios,POS,Bogota,false
46053,2392,2026-07-30,1841.07,Gasolina,POS,Monterrey,false
46054,7149,2026-08-13,5336.74,Restaurantes,Recurrente,Guadalajara,false
46055,8749,2026-08-10,1138.31,Gasolina,App movil,Puebla,false
46056,5584,2026-07-31,1518.65,Entretenimiento,App movil,Monterrey,false
46057,3995,2026-08-21,932.38,Gasolina,E-commerce,CDMX,false
46058,4332,2026-08-21,3854.61,Entretenimiento,E-commerce,Monterrey,false
46059,6810,2026-08-18,1208.73,Entretenimiento,Recurrente,CDMX,false
46060,2190,2026-07-03,1124.35,Entretenimiento,App movil,Guadalajara,false
46061,4947,2026-08-03,5823.46,Supermercado,POS,CDMX,false
46062,4053,2026-09-03,175.63,Restaurantes,POS,Monterrey,false
46063,3683,2026-06-17,2129.0,Restaurantes,POS,CDMX,false
46064,4892,2026-06-16,2460.38,Entretenimiento,App movil,Medellin,false
46065,5943,2026-07-18,886.53,Educacion,Recurrente,Guadalajara,false
46066,7321,2026-07-30,939.99,Educacion,POS,Monterrey,false
46067,6951,2026-07-12,2435.57,Viajes,ATM,Bogota,false
46068,3093,2026-07-23,3813.01,Restaurantes,ATM,CDMX,false
46069,8828,2026-07-15,1034.07,Salud,Recurrente,Monterrey,false
46070,1925,2026-07-05,4093.98,Viajes,E-commerce,Bogota,false
46071,4526,2026-07-04,3522.17,Educacion,ATM,Guadalajara,false
