tarjeta_id,cliente_id,tipo_tarjeta,limite_credito,saldo_actual,fecha_emision,estatus
2061,568,Platino,82880,59000.88,2023-07-19,Vigente
2062,1400,Signature,209505,42382.48,2023-03-13,Vigente
2063,209,Clasica,14109,1157.96,2025-02-16,Vigente
2064,6321,Clasica,12310,2251.64,2024-11-16,Vigente
2065,1689,Signature,178917,140724.18,2026-08-23,Vigente
2066,581,Signature,202929,144675.61,2023-12-15,Bloqueada
2067,1499,Clasica,20435,14279.23,2026-05-18,Cancelada
2068,7007,Signature,179550,1044.74,2022-09-10,Cancelada
2069,3758,Platino,76562,1870.18,2024-04-23,Bloqueada
2070,5170,Clasica,16387,10978.84,2024-10-19,Vigente
2071,5069,Oro,39909,14845.39,2025-01-16,Vigente
2072,5715,Clasica,16054,10115.94,2022-08-05,Vigente
2073,2879,Clasica,19543,4750.35,2022-10-13,Cancelada
2074,2687,Signature,267085,219866.15,2024-03-17,Vigente
2075,1163,Signature,168961,77365.62,2022-10-12,Vigente
2076,1447,Clasica,12853,7499.48,2025-03-25,Vigente
2077,1513,Oro,42739,6031.19,2025-08-04,Cancelada
2078,2436,Clasica,18478,9850.97,2024-04-30,Vigente
2079,5798,Clasica,15882,1931.83,2025-05-25,Cancelada
2080,2567,Oro,42363,28601.01,2026-05-26,Vigente
2081,1411,Clasica,16753,4543.97,2026-01-17,Vigente
2082,1051,Oro,45750,29975.14,2025-11-15,Vigente
2083,4792,Platino,122205,12593.47,2025-10-11,Bloqueada
2084,664,Signature,270235,185550.36,2023-03-25,Vigente
2085,790,Platino,125456,58971.15,2023-06-23,Vigente
2086,4330,Clasica,20189,14932.81,2023-10-30,Cancelada
2087,2626,Clasica,13081,2399.99,2026-04-25,Bloqueada
2088,2805,Clasica,17608,392.85,2025-06-23,Cancelada
2089,5834,Platino,118126,86574.27,2026-04-16,Cancelada
2090,3215,Oro,37493,20347.71,2024-11-13,Bloqueada
2091,848,Platino,123615,48816.56,2026-03-14,Bloqueada
2092,4739,Signature,197716,72614.86,2026-01-03,Cancelada
2093,3121,Oro,52673,14201.51,2024-03-31,Vigente
2094,6144,Oro,54292,31666.43,2023-05-02,Vigente
2095,5692,Platino,96328,13161.67,2024-02-28,Cancelada
2096,956,Clasica,17580,1815.55,2026-02-09,Vigente
2097,3919,Signature,273474,69742.66,2025-06-26,Cancelada
2098,6410,Platino,107536,21039.02,2025-06-12,Vigente
2099,3703,Clasica,18530,58.95,2026-06-26,Cancelada
2100,7593,Platino,98084,52394.22,2024-12-18,Vigente
2101,2524,Clasica,13167,10579.88,2022-11-25,Cancelada
2102,3164,Oro,34685,27032.81,2024-11-21,Cancelada
2103,3219,Signature,167956,141490.98,2026-06-19,Vigente
2104,5438,Oro,45186,28693.56,2024-07-10,Bloqueada
2105,2126,Signature,256141,29647.31,2025-04-10,Cancelada
2106,4089,Platino,112321,27822.45,2025-03-21,Vigente
2107,2343,Platino,125426,11357.29,2024-12-17,Cancelada
2108,7583,Oro,41973,15862.59,2022-09-07,Cancelada
2109,6703,Oro,36127,2819.8,2024-10-04,Vigente
2110,629,Clasica,13643,4404.99,2024-06-17,Vigente
2111,6779,Oro,40885,13583.37,2025-06-13,Cancelada
2112,5973,Platino,90408,45328.15,2022-11-26,Vigente
2113,3012,Oro,47666,39936.1,2023-08-07,Vigente
2114,2421,Oro,48770,33859.89,2025-12-03,Vigente
2115,5109,Clasica,19873,195.48,2026-08-10,Vigente
2116,1455,Clasica,13887,10869.36,2023-03-04,Vigente
2117,4053,Signature,208358,17450.44,2024-02-06,Vigente
2118,5818,Platino,124127,49297.57,2026-01-14,Vigente
2119,934,Platino,88826,12866.11,2023-07-10,Vigente
2120,5045,Clasica,15368,3149.59,2023-10-06,Cancelada
2121,6922,Clasica,12856,7384.94,2023-06-08,Vigente
2122,4908,Platino,122450,69498.51,2024-09-29,Vigente
2123,1350,Signature,224754,137231.49,2025-09-22,Cancelada
2124,4132,Clasica,14871,3208.41,2025-02-20,Vigente
2125,5328,Signature,185742,81477.67,2025-01-25,Vigente
2126,5980,Platino,75822,39365.99,2023-03-09,Vigente
2127,6334,Oro,34446,12545.18,2023-10-22,Bloqueada
2128,7290,Oro,47505,4701.91,2024-01-27,Vigente
2129,7689,Oro,35291,7792.72,2025-02-19,Cancelada
2130,6336,Platino,82810,23848.99,2026-04-18,Cancelada
2131,1538,Platino,110492,77386.88,2023-01-31,Vigente
2132,5882,Signature,162638,37343.25,2024-10-25,Cancelada
2133,1232,Oro,54529,1125.59,2023-02-03,Vigente
2134,2375,Oro,55242,46533.44,2022-10-12,Bloqueada
2135,420,Signature,270762,114435.39,2024-06-13,Cancelada
2136,7817,Clasica,12989,5796.34,2024-10-28,Vigente
2137,7293,Oro,40724,13518.6,2022-12-25,Bloqueada
2138,887,Platino,124262,54640.23,2024-07-08,Bloqueada
2139,2015,Signature,232512,111065.2,2024-01-04,Vigente
2140,5204,Platino,121434,11612.2,2023-05-13,Vigente
2141,1968,Signature,254393,53469.53,2026-03-27,Cancelada
2142,4281,Oro,45664,5725.44,2022-08-31,Cancelada
2143,3737,Signature,172152,129798.25,2024-02-14,Vigente
2144,7263,Signature,272464,108263.95,2023-11-10,Vigente
2145,6135,Clasica,14046,7286.87,2023-05-13,Bloqueada
2146,7139,Platino,121641,66219.54,2022-12-20,Vigente
2147,3048,Oro,36412,21636.93,2026-06-12,Vigente
2148,322,Oro,33791,16736.9,2025-01-18,Vigente
2149,6699,Signature,224446,52420.44,2025-06-18,Vigente
2150,5258,Signature,220878,152214.46,2026-07-25,Vigente
2151,123,Signature,210436,87254.68,2024-10-13,Vigente
2152,6310,Platino,121600,45173.99,2025-03-27,Vigente
2153,5527,Oro,50152,13346.14,2025-04-12,Vigente
2154,4030,Clasica,16792,8104.29,2025-05-29,Vigente
2155,118,Clasica,13594,7076.54,2024-12-10,Vigente
2156,3981,Clasica,18372,10388.16,2023-11-07,Bloqueada
2157,5368,Platino,79186,31875.45,2026-02-24,Vigente
2158,7152,Oro,47817,6212.2,2023-11-02,Vigente
2159,3764,Signature,236416,48462.39,2025-04-11,Vigente
2160,2995,Platino,94508,28622.05,2022-10-25,Vigente
2161,4972,Platino,77601,25051.48,2023-06-18,Vigente
2162,7479,Clasica,15522,1163.41,2022-09-26,Bloqueada
2163,963,Oro,34498,4446.97,2023-06-22,Vigente
2164,2439,Clasica,14925,1500.13,2025-03-29,Vigente
2165,5095,Oro,47214,34339.29,2024-03-09,Vigente
2166,2807,Platino,100434,14676.84,2023-07-01,Vigente
2167,4881,Platino,110557,58758.85,2025-01-19,Vigente
2168,2064,Oro,45745,29843.44,2025-10-17,Bloqueada
2169,3896,Clasica,12882,1980.48,2025-10-31,Vigente
2170,905,Clasica,15163,3865.86,2023-06-29,Vigente
2171,7759,Oro,42051,4018.61,2025-09-03,Vigente
2172,3894,Clasica,12027,6940.8,2024-05-18,Vigente
2173,2577,Platino,105929,62694.42,2025-10-25,Vigente
2174,2001,Oro,41795,24861.86,2023-02-19,Vigente
2175,4390,Signature,189290,139663.17,2026-05-21,Vigente
2176,6721,Platino,110762,39482.85,2026-06-20,Cancelada
2177,2114,Platino,125016,39436.31,2023-05-12,Cancelada
2178,2795,Signature,164371,26006.94,2024-05-08,Vigente
2179,4061,Oro,45566,8782.86,2023-04-24,Vigente
2180,4782,Clasica,20885,10295.46,2022-09-01,Bloqueada
2181,3742,Platino,75536,21397.4,2024-05-23,Vigente
2182,5726,Oro,35104,6551.93,2023-05-02,Cancelada
2183,391,Platino,89018,16431.55,2024-01-27,Vigente
2184,6678,Signature,271273,180654.76,2025-06-01,Vigente
2185,3840,Signature,273300,131878.39,2022-10-05,Vigente
2186,1839,Oro,49681,2290.95,2023-10-15,Bloqueada
2187,6774,Platino,96396,37457.08,2023-03-31,Cancelada
2188,4049,Signature,227060,169577.32,2026-04-06,Vigente
2189,4937,Oro,53452,35556.98,2024-02-23,Cancelada
2190,2407,Oro,37284,23738.92,2024-03-25,Bloqueada
2191,1049,Signature,182221,31897.18,2025-05-17,Vigente
2192,769,Oro,55080,38906.82,2025-08-10,Vigente
2193,4271,Platino,85090,67532.42,2022-09-24,Bloqueada
2194,4188,Clasica,12661,2140.59,2022-10-07,Cancelada
2195,2588,Platino,83620,47880.63,2023-07-11,Bloqueada
2196,6431,Platino,98333,3711.11,2025-07-12,Vigente
2197,7346,Clasica,20263,14428.14,2023-01-06,Cancelada
2198,54,Signature,189998,126883.14,2023-04-27,Vigente
2199,203,Signature,248682,208277.19,2023-10-21,Bloqueada
2200,884,Platino,78987,61031.92,2026-08-04,Bloqueada
2201,4030,Oro,52226,3547.68,2025-06-04,Vigente
2202,6480,Clasica,20128,2901.79,2025-02-17,Cancelada
2203,4225,Oro,38896,24819.76,2026-05-23,Cancelada
2204,7815,Signature,247782,16651.91,2023-04-20,Vigente
2205,5935,Platino,122923,95037.29,2025-02-02,Cancelada
2206,1776,Clasica,14058,4041.45,2023-04-02,Bloqueada
2207,1858,Signature,191103,21796.82,2023-08-28,Bloqueada
2208,5632,Signature,184939,133599.05,2025-09-05,Cancelada
2209,6181,Oro,55094,20098.56,2023-09-04,Cancelada
2210,5961,Clasica,17348,8431.01,2024-12-12,Cancelada
2211,7264,Clasica,18066,6790.11,2023-08-10,Vigente
2212,5403,Platino,109881,81960.49,2025-09-18,Vigente
2213,7079,Signature,164845,23140.05,2022-10-01,Cancelada
2214,5675,Platino,72497,55589.58,2023-08-16,Bloqueada
2215,3626,Platino,108141,33626.22,2026-05-30,Vigente
2216,2507,Platino,121413,22663.24,2024-04-19,Cancelada
2217,5886,Clasica,15451,5718.36,2025-08-12,Vigente
2218,5891,Clasica,12281,3842.53,2026-09-02,Cancelada
2219,1904,Clasica,20542,10201.91,2026-02-08,Bloqueada
2220,3089,Clasica,14784,12109.43,2025-02-26,Vigente
2221,6922,Clasica,19143,723.58,2024-12-03,Vigente
2222,6186,Clasica,18745,4314.02,2022-11-18,Cancelada
2223,3264,Signature,196167,61495.32,2025-04-24,Vigente
2224,1854,Platino,80219,3430.58,2022-08-18,Vigente
2225,4624,Clasica,19115,10692.73,2022-12-06,Vigente
2226,7962,Oro,39871,1399.54,2025-05-26,Bloqueada
2227,4120,Clasica,17562,13015.32,2026-08-04,Bloqueada
2228,2143,Signature,242116,204031.37,2026-08-19,Vigente
2229,7934,Signature,212008,103989.95,2024-09-08,Vigente
2230,3457,Clasica,20629,4513.96,2022-12-08,Vigente
2231,1223,Oro,55380,44415.22,2023-04-17,Vigente
2232,6367,Signature,222812,131641.75,2024-11-24,Vigente
2233,4645,Signature,275211,196698.69,2024-08-14,Cancelada
2234,1501,Platino,124249,38109.97,2026-02-28,Cancelada
2235,2526,Platino,111137,73067.91,2023-11-30,Vigente
2236,2285,Platino,96715,5651.18,2024-10-18,Vigente
2237,5978,Signature,164277,42834.82,2024-10-14,Vigente
2238,1880,Oro,40909,23594.37,2023-10-24,Vigente
2239,1173,Signature,244479,856.43,2023-11-13,Vigente
2240,5147,Signature,219301,9604.42,2022-10-14,Bloqueada
2241,3829,Signature,245735,151245.65,2023-07-21,Bloqueada
2242,2984,Platino,116381,5740.49,2023-10-13,Bloqueada
2243,1835,Platino,91482,13820.8,2026-01-28,Vigente
2244,720,Clasica,19958,15298.79,2025-07-01,Vigente
2245,4164,Signature,245117,198993.74,2025-12-27,Cancelada
2246,640,Platino,116567,27006.28,2025-10-26,Vigente
2247,6639,Platino,107005,65403.94,2026-05-09,Vigente
2248,5626,Signature,208661,25481.69,2024-07-29,Vigente
2249,5725,Clasica,18365,10321.09,2024-03-30,Vigente
2250,636,Oro,48735,16319.86,2025-09-18,Bloqueada
2251,1231,Platino,74620,15398.89,2024-11-09,Vigente
2252,2097,Clasica,13407,10367.19,2023-05-19,Cancelada
2253,6907,Oro,38936,15814.27,2025-07-28,Vigente
2254,6091,Platino,77959,23883.51,2024-01-29,Bloqueada
2255,7658,Signature,251589,79376.69,2026-05-02,Cancelada
2256,7564,Clasica,16605,13045.15,2024-03-05,Vigente
2257,675,Platino,78319,27174.81,2022-09-14,Vigente
2258,216,Clasica,17887,5322.33,2022-11-24,Bloqueada
2259,1147,Clasica,12554,3827.46,2025-02-25,Vigente
2260,4779,Platino,91475,14077.36,2023-07-08,Cancelada
2261,3311,Signature,198942,522.36,2024-12-16,Bloqueada
2262,4850,Oro,35360,25618.61,2023-03-12,Vigente
2263,3316,Signature,234177,159693.56,2024-11-04,Cancelada
2264,5649,Signature,165124,3096.73,2026-04-07,Bloqueada
2265,34,Platino,106080,12241.38,2025-10-22,Bloqueada
2266,1790,Clasica,18387,10752.96,2023-09-18,Vigente
2267,6771,Clasica,15867,5382.79,2023-06-05,Vigente
2268,6831,Platino,119642,8216.12,2025-01-18,Cancelada
2269,7264,Clasica,14828,11591.61,2025-12-26,Cancelada
2270,1144,Signature,236353,138643.92,2024-06-19,Vigente
2271,5603,Platino,111068,4666.44,2022-12-19,Vigente
2272,1522,Clasica,16128,11874.75,2026-08-28,Cancelada
2273,3677,Oro,32740,17466.1,2026-06-06,Cancelada
2274,6615,Signature,209469,65942.94,2023-11-02,Vigente
2275,5847,Platino,100768,5398.95,2025-03-05,Cancelada
2276,5716,Platino,80364,11656.9,2025-09-26,Vigente
2277,5115,Oro,47612,13416.32,2023-10-13,Vigente
2278,5460,Signature,245990,201030.88,2026-06-16,Cancelada
2279,3272,Oro,44653,36110.83,2025-05-21,Bloqueada
2280,7240,Signature,229831,132106.8,2025-07-28,Bloqueada
2281,4840,Platino,109155,15811.53,2024-07-11,Vigente
2282,5200,Clasica,16753,8222.2,2024-08-01,Vigente
2283,5775,Platino,92368,15125.94,2026-06-14,Vigente
2284,7231,Oro,38711,5553.29,2025-06-29,Vigente
2285,6722,Clasica,17061,1310.56,2024-07-24,Vigente
2286,1266,Oro,33977,11416.03,2022-08-27,Cancelada
2287,1455,Clasica,17835,6654.3,2024-03-09,Cancelada
2288,5525,Clasica,15904,7528.26,2024-11-30,Vigente
2289,592,Clasica,15621,4722.19,2026-06-24,Bloqueada
2290,7836,Oro,33431,281.53,2023-11-21,Vigente
2291,3341,Signature,266510,150608.46,2024-02-21,Vigente
2292,6742,Signature,217282,39996.57,2025-02-12,Vigente
2293,6593,Oro,32735,4213.73,2023-12-18,Cancelada
2294,2376,Oro,41702,26339.64,2024-12-15,Vigente
2295,109,Platino,86476,51191.66,2023-05-29,Vigente
2296,1952,Platino,78365,21537.46,2023-05-04,Vigente
2297,5170,Oro,54232,29858.38,2023-08-02,Bloqueada
2298,522,Signature,268633,92857.81,2026-02-07,Vigente
2299,6899,Platino,83988,19614.15,2023-10-10,Cancelada
2300,2357,Signature,260723,3640.89,2024-01-05,Vigente
2301,7104,Clasica,14187,4908.99,2023-01-22,Cancelada
2302,1062,Clasica,17819,7568.33,2025-05-29,Cancelada
2303,1573,Clasica,13011,1504.06,2024-09-16,Cancelada
2304,1442,Signature,230353,24112.32,2026-04-01,Cancelada
2305,6028,Oro,39844,13156.79,2022-10-26,Cancelada
2306,5922,Platino,114653,13529.41,2024-04-14,Vigente
2307,4134,Platino,118159,3032.68,2024-08-02,Vigente
2308,3125,Signature,233664,5748.55,2023-12-20,Cancelada
2309,3983,Clasica,14844,2935.0,2023-08-06,Vigente
2310,1887,Platino,119971,47712.99,2025-03-10,Vigente
2311,5097,Platino,109478,53046.56,2022-10-20,Vigente
2312,1952,Signature,268475,207566.74,2025-11-18,Vigente
2313,1981,Oro,47054,39613.55,2023-03-06,Vigente
2314,4209,Clasica,17183,4238.92,2025-06-05,Vigente
2315,2591,Platino,73083,16509.95,2023-08-09,Bloqueada
2316,38,Clasica,20775,13869.56,2025-02-14,Bloqueada
2317,7745,Platino,125456,86437.7,2023-06-04,Bloqueada
2318,3186,Oro,46341,37293.01,2025-03-17,Vigente
2319,422,Clasica,18900,1531.19,2024-07-04,Vigente
2320,7715,Clasica,20890,14190.95,2023-02-06,Bloqueada
2321,7405,Clasica,18289,4982.2,2025-05-30,Vigente
2322,5000,Oro,40023,28472.16,2025-12-14,Vigente
2323,7780,Signature,210167,56280.74,2024-03-06,Vigente
2324,1243,Platino,101970,30766.66,2024-07-23,Vigente
2325,7798,Clasica,17723,10112.82,2024-04-21,Vigente
2326,5865,Platino,111270,63222.69,2026-04-04,Vigente
2327,7809,Oro,48512,26753.33,2024-07-04,Vigente
2328,7273,Platino,109814,33278.88,2024-04-18,Bloqueada
2329,2181,Oro,39001,10555.99,2025-02-23,Vigente
2330,1088,Oro,42024,25680.37,2025-05-17,Vigente
2331,1063,Oro,46141,1880.62,2026-06-30,Bloqueada
2332,1119,Oro,32538,14337.37,2023-11-27,Vigente
2333,5928,Oro,43860,21775.51,2026-06-24,Vigente
2334,3571,Oro,37944,11197.16,2025-03-11,Bloqueada
2335,1857,Platino,88047,50893.59,2024-03-23,Cancelada
2336,737,Signature,213350,72588.38,2023-05-09,Vigente
2337,6568,Clasica,20842,17224.03,2024-05-18,Vigente
2338,4290,Signature,238044,129005.4,2025-11-06,Bloqueada
2339,2719,Platino,116423,76359.55,2022-08-17,Vigente
2340,790,Clasica,15189,1004.26,2023-02-11,Vigente
2341,185,Platino,79705,4904.99,2025-10-30,Vigente
2342,3727,Signature,217117,123580.87,2025-04-17,Bloqueada
2343,7271,Clasica,17268,3612.43,2025-10-20,Vigente
2344,3263,Clasica,13965,9768.0,2023-10-30,Bloqueada
2345,4587,Platino,74646,28949.76,2026-01-13,Cancelada
2346,2125,Oro,50225,13132.47,2023-10-02,Vigente
2347,99,Clasica,16282,12431.31,2023-08-26,Vigente
2348,2220,Oro,49909,20380.72,2023-02-27,Bloqueada
2349,3836,Signature,175910,111322.68,2024-05-23,Bloqueada
2350,6952,Oro,41610,12653.76,2025-08-20,Bloqueada
2351,4947,Oro,50175,24723.0,2024-03-31,Bloqueada
2352,5515,Oro,33959,23136.4,2023-01-24,Vigente
2353,5510,Platino,98350,43929.04,2024-02-17,Vigente
2354,824,Signature,200345,111323.98,2026-08-13,Vigente
2355,2909,Oro,54762,24934.97,2023-02-17,Bloqueada
2356,3334,Signature,160226,114336.35,2026-07-15,Cancelada
2357,1970,Oro,42360,25862.81,2025-08-01,Cancelada
2358,6471,Clasica,12284,4783.02,2025-11-24,Vigente
2359,5310,Clasica,14486,9116.68,2022-08-12,Vigente
2360,4872,Clasica,20613,5185.11,2023-06-07,Vigente
2361,439,Clasica,16938,14125.84,2023-01-31,Vigente
2362,854,Clasica,20756,17128.99,2023-09-12,Vigente
2363,3388,Signature,276365,205247.93,2024-11-13,Vigente
2364,6586,Signature,206314,99923.97,2023-12-19,Vigente
2365,6910,Signature,205966,51544.09,2024-06-23,Vigente
2366,6714,Signature,271243,173027.08,2026-02-01,Cancelada
2367,6361,Signature,211537,26845.55,2026-08-02,Vigente
2368,497,Platino,117692,827.49,2022-10-04,Vigente
2369,6625,Oro,34774,23323.54,2024-03-14,Bloqueada
2370,4779,Oro,35633,23048.45,2023-01-21,Cancelada
2371,297,Clasica,15304,910.71,2023-07-30,Vigente
2372,5359,Signature,260671,14792.19,2024-11-18,Vigente
2373,4286,Signature,207965,94887.31,2023-09-12,Vigente
2374,6165,Signature,266411,164679.22,2024-12-29,Vigente
2375,5655,Signature,259100,202762.29,2023-06-22,Cancelada
2376,135,Signature,185431,107070.82,2026-03-25,Vigente
2377,6617,Oro,34897,5944.67,2023-06-02,Vigente
2378,6401,Signature,217678,34281.95,2025-03-09,Vigente
2379,2625,Platino,121722,12854.48,2025-12-05,Vigente
2380,79,Signature,233386,21642.26,2025-12-22,Vigente
2381,104,Signature,241660,189526.98,2026-04-03,Vigente
2382,7596,Oro,37592,17924.57,2024-05-21,Vigente
2383,3387,Signature,232091,170.26,2023-12-24,Cancelada
2384,7493,Signature,268547,105397.92,2023-05-06,Vigente
2385,439,Clasica,14338,4539.47,2022-10-16,Bloqueada
2386,346,Platino,81149,17258.13,2022-12-13,Bloqueada
2387,6577,Platino,105909,55215.15,2023-07-22,Bloqueada
2388,3922,Oro,35572,17945.52,2023-09-07,Vigente
2389,834,Oro,47449,12956.72,2024-08-02,Cancelada
2390,1728,Clasica,13517,10159.31,2026-05-24,Vigente
2391,7786,Platino,92733,40507.56,2026-01-03,Vigente
2392,3360,Signature,189629,10297.87,2023-02-01,Vigente
2393,2620,Clasica,16416,1923.32,2024-11-01,Vigente
2394,7753,Clasica,15053,12316.73,2022-11-15,Cancelada
2395,2340,Platino,106246,27806.14,2023-06-07,Vigente
2396,2687,Oro,44613,7558.17,2025-07-03,Vigente
2397,4216,Signature,226380,20477.16,2023-04-10,Vigente
2398,3455,Clasica,16906,8537.46,2025-03-02,Vigente
2399,1164,Oro,32644,10263.38,2023-09-14,Bloqueada
2400,3627,Oro,32810,23430.43,2023-02-27,Vigente
2401,1959,Signature,198130,125169.07,2023-04-29,Vigente
2402,2087,Clasica,14105,10935.34,2024-03-31,Vigente
2403,1227,Platino,80064,6938.41,2023-09-22,Vigente
2404,6942,Clasica,16015,12114.18,2024-08-04,Bloqueada
2405,5023,Oro,51244,3730.98,2024-02-21,Vigente
2406,6246,Platino,80044,31436.95,2022-07-31,Cancelada
2407,7498,Signature,255749,49405.92,2024-06-29,Vigente
2408,3443,Oro,51956,18084.2,2024-12-09,Vigente
2409,5179,Oro,39966,2265.87,2024-12-25,Vigente
2410,7070,Clasica,20832,15509.76,2023-07-27,Vigente
2411,3248,Platino,100848,81612.01,2026-04-12,Cancelada
2412,3446,Oro,48445,835.92,2025-06-09,Bloqueada
2413,3163,Clasica,16553,2688.68,2022-10-19,Bloqueada
2414,1086,Signature,205017,169112.79,2026-07-01,Vigente
2415,4508,Oro,36028,25655.36,2023-08-24,Cancelada
2416,5499,Platino,83698,40583.39,2026-08-14,Vigente
2417,490,Signature,227833,12791.03,2024-04-06,Vigente
2418,619,Oro,34481,8665.04,2023-10-31,Cancelada
2419,3649,Oro,44880,32316.62,2025-01-05,Vigente
2420,6125,Platino,111446,11833.04,2025-02-04,Vigente
2421,733,Signature,212809,24021.3,2024-12-21,Vigente
2422,7326,Clasica,17579,9830.08,2025-01-10,Cancelada
2423,1614,Clasica,17309,8231.42,2026-06-09,Vigente
2424,6149,Oro,40165,6450.88,2024-01-25,Vigente
2425,2896,Clasica,12837,6356.3,2026-04-12,Vigente
2426,7882,Platino,97753,46913.41,2026-04-22,Vigente
2427,7829,Signature,213249,118485.04,2025-04-09,Cancelada
2428,7872,Signature,232823,11774.03,2023-01-10,Bloqueada
2429,2088,Oro,45088,2852.74,2023-05-06,Bloqueada
2430,830,Signature,233576,13448.6,2023-11-18,Bloqueada
2431,4310,Signature,199329,135372.42,2025-07-13,Vigente
2432,1280,Signature,174074,102458.13,2023-02-19,Bloqueada
2433,1346,Platino,112381,9027.38,2025-03-28,Cancelada
2434,2560,Oro,47482,38564.19,2022-12-04,Vigente
2435,5619,Clasica,14886,8276.88,2023-01-11,Vigente
2436,5665,Signature,193136,121434.23,2025-12-02,Vigente
2437,5126,Oro,55324,38421.48,2025-04-26,Cancelada
2438,5542,Signature,230043,116740.14,2025-07-26,Bloqueada
2439,660,Platino,109148,58265.56,2024-10-12,Vigente
2440,4678,Signature,185669,58740.91,2023-08-24,Vigente
2441,2538,Clasica,15366,12923.15,2025-06-28,Vigente
2442,4739,Oro,53336,3236.84,2025-06-29,Bloqueada
2443,764,Signature,196197,46174.93,2025-05-13,Vigente
2444,963,Oro,50307,20714.64,2026-04-11,Vigente
2445,42,Clasica,19835,3186.56,2026-07-12,Vigente
2446,5163,Signature,180977,90336.17,2024-04-27,Vigente
2447,1823,Clasica,20186,16135.8,2026-03-22,Bloqueada
2448,3542,Oro,46247,37043.77,2022-11-15,Vigente
2449,295,Platino,99094,77000.73,2023-10-10,Bloqueada
2450,2785,Signature,215298,36064.87,2023-06-18,Bloqueada
2451,2502,Signature,243071,181731.54,2026-03-29,Vigente
2452,6300,Platino,116573,74676.45,2023-10-12,Cancelada
2453,5039,Platino,87128,26264.24,2024-08-05,Cancelada
2454,1334,Clasica,12753,908.85,2022-08-12,Vigente
2455,6540,Clasica,16864,10044.82,2024-06-12,Vigente
2456,2981,Clasica,15665,10489.55,2023-03-19,Vigente
2457,6937,Signature,245302,5084.64,2023-09-14,Vigente
2458,7101,Oro,53378,36826.04,2025-01-23,Vigente
2459,3868,Platino,115589,30156.13,2024-08-26,Vigente
2460,5813,Oro,46403,6823.35,2025-06-16,Cancelada
2461,4367,Oro,46546,17520.63,2023-01-07,Vigente
2462,3160,Oro,33137,8139.27,2023-10-30,Vigente
2463,7139,Platino,73430,21738.17,2022-11-14,Vigente
2464,6055,Signature,210100,60020.41,2026-03-22,Cancelada
2465,3467,Signature,245225,109589.6,2024-01-31,Vigente
2466,3722,Oro,39534,29673.15,2023-01-06,Bloqueada
2467,5452,Platino,121463,6522.83,2022-10-23,Cancelada
2468,2403,Clasica,13224,8092.74,2022-08-25,Vigente
2469,7836,Signature,271530,20726.35,2026-03-15,Cancelada
2470,5204,Oro,44293,3767.52,2026-02-02,Bloqueada
2471,7302,Platino,91874,1927.88,2024-12-01,Vigente
2472,4569,Oro,45815,28731.51,2026-01-27,Cancelada
2473,2178,Clasica,16158,5146.77,2025-01-20,Cancelada
2474,4792,Platino,92088,12322.25,2024-07-07,Bloqueada
2475,3511,Clasica,18291,11112.24,2023-06-02,Vigente
2476,6975,Platino,125999,12475.57,2026-02-20,Vigente
2477,1401,Oro,39476,17872.28,2024-04-13,Cancelada
2478,337,Oro,49384,28031.13,2022-07-27,Vigente
2479,3654,Platino,100728,77286.57,2024-05-22,Vigente
2480,150,Oro,35379,27752.97,2025-02-15,Vigente
2481,6682,Clasica,16485,13643.13,2026-06-23,Vigente
2482,6633,Oro,37575,30404.06,2026-04-22,Bloqueada
2483,424,Platino,125854,65041.55,2026-01-23,Vigente
2484,2980,Clasica,16504,10867.79,2023-07-29,Vigente
2485,2035,Oro,45343,33003.48,2024-07-12,Vigente
2486,690,Signature,222881,113965.23,2026-02-27,Vigente
2487,3019,Signature,259540,105479.8,2024-08-01,Bloqueada
2488,3490,Platino,104478,13040.55,2025-12-10,Cancelada
2489,5870,Clasica,20967,16457.18,2024-02-10,Vigente
2490,345,Signature,220780,31621.76,2024-06-17,Vigente
2491,4562,Platino,89667,30136.53,2024-11-13,Vigente
2492,2860,Oro,53639,42322.36,2024-02-09,Vigente
2493,4555,Oro,36087,14194.97,2025-12-14,Vigente
2494,3424,Platino,91420,59456.91,2025-04-23,Vigente
2495,2887,Clasica,15878,7931.55,2025-09-24,Vigente
2496,4755,Signature,231364,67923.86,2026-01-09,Vigente
2497,6977,Signature,188443,159554.92,2022-07-29,Vigente
2498,7412,Oro,44274,28829.55,2025-02-28,Vigente
2499,4493,Signature,240237,86831.5,2026-03-24,Vigente
2500,659,Oro,40728,29712.56,2024-12-03,Vigente
2501,5345,Oro,41872,31386.29,2026-04-05,Cancelada
2502,5861,Oro,40747,10398.0,2023-04-29,Vigente
2503,3010,Oro,40415,32876.93,2025-08-30,Cancelada
2504,2188,Signature,227638,91037.64,2023-12-10,Vigente
2505,388,Signature,165109,42920.54,2026-05-30,Cancelada
2506,6051,Platino,72524,2238.18,2026-08-23,Vigente
2507,4154,Signature,245335,49730.29,2025-02-16,Cancelada
2508,5762,Platino,76457,20789.5,2024-07-29,Vigente
2509,6573,Signature,183163,140130.15,2025-08-14,Vigente
2510,5682,Signature,189769,11524.73,2022-08-26,Vigente
2511,1831,Oro,43295,24235.61,2023-04-22,Bloqueada
2512,4050,Clasica,12596,9751.93,2024-01-30,Vigente
2513,1337,Clasica,15496,9373.91,2026-05-05,Bloqueada
2514,7492,Signature,192801,65438.18,2026-08-04,Cancelada
2515,7201,Signature,255689,34.06,2026-07-16,Vigente
