cliente_id,dias_mora,monto_vencido,tramo_mora,prob_pago,ultima_gestion
6442,63,9656.02,61-90 dias,0.53,Acuerdo
5106,162,8759.06,90+ dias,0.05,Llamada
4900,113,20978.75,90+ dias,0.2,Sin gestion
1099,85,24755.4,61-90 dias,0.38,Sin gestion
4767,43,13603.7,31-60 dias,0.66,Visita
1610,176,16439.55,90+ dias,0.05,SMS
5715,91,22506.26,90+ dias,0.34,Sin gestion
7606,17,25758.18,1-30 dias,0.84,Sin gestion
5008,112,30235.63,90+ dias,0.2,Acuerdo
2288,169,11246.37,90+ dias,0.05,SMS
4927,5,7583.33,1-30 dias,0.92,SMS
833,140,618.35,90+ dias,0.05,Sin gestion
2249,56,1016.75,31-60 dias,0.58,Llamada
6317,125,2650.9,90+ dias,0.12,SMS
4013,25,18312.96,1-30 dias,0.78,SMS
1913,131,13666.15,90+ dias,0.08,Acuerdo
4200,20,18787.49,1-30 dias,0.82,Sin gestion
1368,46,9399.54,31-60 dias,0.64,Visita
1161,1,2248.52,1-30 dias,0.94,Email
7528,124,22582.72,90+ dias,0.12,Email
1171,59,23255.25,31-60 dias,0.56,Llamada
3945,119,6472.23,90+ dias,0.16,Llamada
2866,98,6466.75,90+ dias,0.3,Visita
3107,66,4821.24,61-90 dias,0.51,Email
5978,72,5051.19,61-90 dias,0.47,Email
6301,150,2038.3,90+ dias,0.05,Sin gestion
2059,108,1332.88,90+ dias,0.23,Email
293,28,14594.11,1-30 dias,0.76,Sin gestion
5596,151,2123.71,90+ dias,0.05,SMS
2753,127,9053.86,90+ dias,0.1,Acuerdo
833,170,958.44,90+ dias,0.05,Email
5778,139,38973.64,90+ dias,0.05,SMS
6181,28,30059.89,1-30 dias,0.76,Sin gestion
3540,159,4234.31,90+ dias,0.05,Acuerdo
1741,121,12049.75,90+ dias,0.14,Llamada
6601,129,28525.49,90+ dias,0.09,Email
1990,123,19791.03,90+ dias,0.13,Visita
7210,53,15101.84,31-60 dias,0.6,Acuerdo
6200,62,15711.81,61-90 dias,0.54,SMS
1336,66,37754.3,61-90 dias,0.51,SMS
7625,173,7586.03,90+ dias,0.05,Llamada
263,1,1079.77,1-30 dias,0.94,Email
3114,80,17937.31,61-90 dias,0.42,Sin gestion
5613,121,5225.46,90+ dias,0.14,Email
2234,79,2185.75,61-90 dias,0.42,Email
1384,104,25128.3,90+ dias,0.26,SMS
3138,61,5728.68,61-90 dias,0.54,Email
417,36,4521.84,31-60 dias,0.71,Llamada
279,85,10708.54,61-90 dias,0.38,Email
4450,95,30624.72,90+ dias,0.32,SMS
1879,129,14135.89,90+ dias,0.09,Llamada
6270,98,2991.88,90+ dias,0.3,Llamada
2018,157,46898.58,90+ dias,0.05,Email
6022,28,24355.17,1-30 dias,0.76,SMS
3861,17,10128.46,1-30 dias,0.84,Visita
1768,160,2662.69,90+ dias,0.05,Sin gestion
4343,62,7524.4,61-90 dias,0.54,Email
5619,88,20051.66,61-90 dias,0.36,Acuerdo
2272,151,8685.08,90+ dias,0.05,Sin gestion
2535,20,518.24,1-30 dias,0.82,Llamada
634,91,5336.89,90+ dias,0.34,Email
3007,12,44519.09,1-30 dias,0.87,Visita
3939,51,9525.03,31-60 dias,0.61,Sin gestion
7091,22,6051.33,1-30 dias,0.8,Sin gestion
398,44,20117.25,31-60 dias,0.66,Visita
3844,60,6973.04,31-60 dias,0.55,Sin gestion
3814,8,29556.14,1-30 dias,0.9,Llamada
4178,31,805.0,31-60 dias,0.74,Email
2561,123,19355.59,90+ dias,0.13,Sin gestion
3160,100,23221.24,90+ dias,0.28,Llamada
3202,83,25313.35,61-90 dias,0.4,Sin gestion
6754,14,10033.82,1-30 dias,0.86,Acuerdo
2962,75,7798.31,61-90 dias,0.45,SMS
1272,87,18216.16,61-90 dias,0.37,Sin gestion
2622,28,11879.48,1-30 dias,0.76,Sin gestion
288,85,2819.79,61-90 dias,0.38,SMS
2383,114,2023.36,90+ dias,0.19,Acuerdo
4599,180,20957.59,90+ dias,0.05,Llamada
7587,146,21295.01,90+ dias,0.05,Sin gestion
3315,39,5447.08,31-60 dias,0.69,SMS
999,84,4434.05,61-90 dias,0.39,Sin gestion
3266,92,10850.29,90+ dias,0.34,Visita
3727,41,17803.71,31-60 dias,0.68,Sin gestion
3248,179,36325.04,90+ dias,0.05,Email
3293,119,2120.66,90+ dias,0.16,Llamada
5588,52,22003.07,31-60 dias,0.6,Visita
1860,111,7622.1,90+ dias,0.21,Email
511,63,7015.07,61-90 dias,0.53,SMS
262,58,11469.5,31-60 dias,0.56,Acuerdo
7226,85,5309.7,61-90 dias,0.38,Email
4880,107,12476.31,90+ dias,0.24,Sin gestion
2681,100,7877.35,90+ dias,0.28,SMS
3575,24,3137.93,1-30 dias,0.79,Sin gestion
2624,19,40463.77,1-30 dias,0.82,SMS
4586,161,4697.1,90+ dias,0.05,Email
1106,58,41909.09,31-60 dias,0.56,Sin gestion
3068,129,2203.26,90+ dias,0.09,Llamada
4948,85,9401.0,61-90 dias,0.38,Email
7504,22,32932.18,1-30 dias,0.8,Visita
27,139,6005.82,90+ dias,0.05,Llamada
3732,149,5025.56,90+ dias,0.05,Visita
4499,144,35904.53,90+ dias,0.05,Llamada
4936,93,10437.03,90+ dias,0.33,Email
885,78,2116.0,61-90 dias,0.43,Sin gestion
4127,65,22531.14,61-90 dias,0.52,Acuerdo
5805,80,27705.46,61-90 dias,0.42,Llamada
325,33,20296.14,31-60 dias,0.73,Visita
4766,12,52750.01,1-30 dias,0.87,Acuerdo
4675,92,6709.35,90+ dias,0.34,Llamada
134,2,21174.6,1-30 dias,0.94,Llamada
5299,130,3457.19,90+ dias,0.08,Acuerdo
4162,17,1022.84,1-30 dias,0.84,Sin gestion
2644,28,11518.86,1-30 dias,0.76,Visita
6482,158,3157.66,90+ dias,0.05,Sin gestion
2020,149,15802.92,90+ dias,0.05,Email
1395,58,6429.42,31-60 dias,0.56,Acuerdo
613,56,783.12,31-60 dias,0.58,Llamada
5863,8,1203.94,1-30 dias,0.9,SMS
5612,158,15096.8,90+ dias,0.05,Acuerdo
3526,129,22459.56,90+ dias,0.09,Acuerdo
6886,107,3105.21,90+ dias,0.24,Acuerdo
5428,33,39697.58,31-60 dias,0.73,SMS
3628,132,2403.67,90+ dias,0.07,Llamada
5469,94,13108.47,90+ dias,0.32,Sin gestion
7395,83,4630.13,61-90 dias,0.4,Llamada
3382,178,664.24,90+ dias,0.05,Sin gestion
3344,43,31008.16,31-60 dias,0.66,Email
5152,89,956.17,61-90 dias,0.36,Llamada
7509,6,4301.62,1-30 dias,0.91,Llamada
262,34,51922.87,31-60 dias,0.72,Email
5991,142,33847.48,90+ dias,0.05,Email
3589,3,14642.2,1-30 dias,0.93,Acuerdo
1432,57,17102.14,31-60 dias,0.57,Sin gestion
5789,27,12334.16,1-30 dias,0.77,Llamada
2010,170,785.7,90+ dias,0.05,Llamada
3641,128,15463.97,90+ dias,0.1,Sin gestion
5432,62,2012.84,61-90 dias,0.54,Visita
3127,55,1446.54,31-60 dias,0.58,Email
5904,145,53015.64,90+ dias,0.05,Email
590,70,3406.57,61-90 dias,0.48,SMS
6812,49,608.59,31-60 dias,0.62,Email
2394,79,17590.59,61-90 dias,0.42,Llamada
7635,118,7871.94,90+ dias,0.16,Visita
2093,22,2320.24,1-30 dias,0.8,Acuerdo
3619,154,42032.74,90+ dias,0.05,SMS
1761,114,6145.1,90+ dias,0.19,Sin gestion
5420,39,41166.43,31-60 dias,0.69,SMS
3184,46,9339.16,31-60 dias,0.64,Acuerdo
1406,120,6569.05,90+ dias,0.15,Email
5211,121,16066.12,90+ dias,0.14,Sin gestion
2406,20,5917.98,1-30 dias,0.82,Sin gestion
3688,140,16180.74,90+ dias,0.05,Acuerdo
4173,90,10290.04,61-90 dias,0.35,Acuerdo
1805,62,9025.92,61-90 dias,0.54,Email
5937,116,28646.53,90+ dias,0.18,Email
1827,167,9887.07,90+ dias,0.05,Email
7386,110,9249.89,90+ dias,0.22,Email
2464,44,31527.07,31-60 dias,0.66,SMS
1687,31,11090.7,31-60 dias,0.74,Acuerdo
6705,164,24144.74,90+ dias,0.05,Visita
1993,166,17295.92,90+ dias,0.05,Acuerdo
4278,91,2072.63,90+ dias,0.34,Llamada
5878,19,9091.21,1-30 dias,0.82,SMS
2038,76,26746.0,61-90 dias,0.44,Sin gestion
6363,153,3525.5,90+ dias,0.05,Visita
4597,169,11258.1,90+ dias,0.05,Acuerdo
2892,155,21412.67,90+ dias,0.05,Llamada
5722,131,4428.09,90+ dias,0.08,SMS
525,138,6849.25,90+ dias,0.05,Sin gestion
2305,144,3227.19,90+ dias,0.05,Visita
7923,115,36598.91,90+ dias,0.18,Llamada
3826,144,8044.4,90+ dias,0.05,Acuerdo
3948,3,10211.97,1-30 dias,0.93,Acuerdo
1867,106,22332.35,90+ dias,0.24,SMS
5818,88,2208.23,61-90 dias,0.36,SMS
2953,170,24425.93,90+ dias,0.05,SMS
436,24,22759.85,1-30 dias,0.79,Visita
5335,89,5561.03,61-90 dias,0.36,Acuerdo
4845,40,12898.08,31-60 dias,0.68,Email
5215,4,1159.76,1-30 dias,0.92,Visita
1890,71,26720.57,61-90 dias,0.48,Acuerdo
5706,23,12744.74,1-30 dias,0.8,Visita
6036,25,19173.46,1-30 dias,0.78,Email
5403,22,1595.95,1-30 dias,0.8,Email
86,81,3965.38,61-90 dias,0.41,Llamada
1232,88,1883.48,61-90 dias,0.36,Llamada
1810,113,20932.33,90+ dias,0.2,Acuerdo
519,28,19291.91,1-30 dias,0.76,SMS
7616,46,13169.57,31-60 dias,0.64,Llamada
4730,171,32794.89,90+ dias,0.05,Llamada
4122,137,833.22,90+ dias,0.05,Visita
5381,110,1807.22,90+ dias,0.22,Sin gestion
3839,170,54402.69,90+ dias,0.05,Llamada
7960,77,47645.15,61-90 dias,0.44,Acuerdo
6589,114,3429.78,90+ dias,0.19,SMS
3739,58,3149.16,31-60 dias,0.56,SMS
4046,54,33053.62,31-60 dias,0.59,Acuerdo
3563,162,16031.04,90+ dias,0.05,Acuerdo
7540,58,890.51,31-60 dias,0.56,Sin gestion
2676,179,8870.24,90+ dias,0.05,Email
6339,132,3650.91,90+ dias,0.07,Sin gestion
7531,26,10741.93,1-30 dias,0.78,Visita
5707,62,2441.79,61-90 dias,0.54,Email
1616,41,46342.8,31-60 dias,0.68,Acuerdo
7836,22,2624.39,1-30 dias,0.8,Email
247,42,16588.01,31-60 dias,0.67,Email
6554,71,8780.04,61-90 dias,0.48,Llamada
4629,53,6329.23,31-60 dias,0.6,Visita
4429,29,1011.99,1-30 dias,0.76,Llamada
7241,110,3679.68,90+ dias,0.22,SMS
5761,172,16810.86,90+ dias,0.05,Email
7025,165,20826.91,90+ dias,0.05,Acuerdo
3509,94,35773.86,90+ dias,0.32,Visita
5408,85,10616.18,61-90 dias,0.38,SMS
302,162,8193.79,90+ dias,0.05,Sin gestion
3476,117,35628.21,90+ dias,0.17,Sin gestion
2725,24,1163.47,1-30 dias,0.79,SMS
3508,53,8341.0,31-60 dias,0.6,Llamada
5087,7,9628.7,1-30 dias,0.9,Llamada
7532,156,20221.28,90+ dias,0.05,Sin gestion
5593,36,34023.07,31-60 dias,0.71,Llamada
5866,9,6769.16,1-30 dias,0.89,Email
4177,147,9451.92,90+ dias,0.05,Llamada
6638,19,4871.76,1-30 dias,0.82,Acuerdo
502,143,2884.28,90+ dias,0.05,SMS
5667,77,13795.61,61-90 dias,0.44,Visita
2720,79,2676.14,61-90 dias,0.42,Visita
5235,19,5958.49,1-30 dias,0.82,Email
6349,39,2047.44,31-60 dias,0.69,Email
6215,122,20379.1,90+ dias,0.14,Sin gestion
4085,34,13615.09,31-60 dias,0.72,Acuerdo
4910,137,34331.64,90+ dias,0.05,Acuerdo
6145,76,23031.84,61-90 dias,0.44,Acuerdo
3312,31,20715.33,31-60 dias,0.74,Acuerdo
7682,122,35130.79,90+ dias,0.14,Acuerdo
1123,112,21562.42,90+ dias,0.2,Email
5168,35,16556.6,31-60 dias,0.72,Email
5228,152,6657.57,90+ dias,0.05,Llamada
923,125,17971.82,90+ dias,0.12,Email
4870,44,36264.72,31-60 dias,0.66,Email
4228,81,28087.8,61-90 dias,0.41,Acuerdo
1922,35,4951.74,31-60 dias,0.72,Visita
242,107,1466.35,90+ dias,0.24,Email
437,109,3241.38,90+ dias,0.22,Visita
7212,88,21212.56,61-90 dias,0.36,Email
3213,133,1753.59,90+ dias,0.06,Llamada
1184,136,18513.85,90+ dias,0.05,Acuerdo
6165,107,15270.84,90+ dias,0.24,Visita
182,91,12510.04,90+ dias,0.34,Visita
1116,99,22225.7,90+ dias,0.29,Acuerdo
1515,51,26681.65,31-60 dias,0.61,SMS
3659,125,5567.17,90+ dias,0.12,Visita
5765,84,31079.98,61-90 dias,0.39,Acuerdo
6788,78,23624.14,61-90 dias,0.43,SMS
3105,49,18236.37,31-60 dias,0.62,Acuerdo
5374,105,22971.43,90+ dias,0.25,Sin gestion
7670,101,42344.25,90+ dias,0.28,Llamada
7628,83,36015.96,61-90 dias,0.4,Email
645,152,21525.39,90+ dias,0.05,Acuerdo
3032,79,9218.09,61-90 dias,0.42,Llamada
3160,67,30081.44,61-90 dias,0.5,Email
5617,173,1010.48,90+ dias,0.05,SMS
1393,48,48627.27,31-60 dias,0.63,Visita
4727,42,36480.8,31-60 dias,0.67,SMS
5002,138,1156.86,90+ dias,0.05,Email
414,60,10579.9,31-60 dias,0.55,Llamada
4609,129,2078.52,90+ dias,0.09,Email
3739,109,11334.76,90+ dias,0.22,Acuerdo
4046,121,9318.3,90+ dias,0.14,Acuerdo
6164,43,51349.72,31-60 dias,0.66,Email
7067,131,19815.8,90+ dias,0.08,Visita
5213,80,3887.34,61-90 dias,0.42,Sin gestion
3233,73,4984.56,61-90 dias,0.46,Llamada
3964,3,18472.03,1-30 dias,0.93,Visita
3472,164,13837.74,90+ dias,0.05,Visita
4109,172,6707.43,90+ dias,0.05,Sin gestion
6758,107,8819.44,90+ dias,0.24,Visita
1143,29,1448.74,1-30 dias,0.76,Visita
4897,3,16098.05,1-30 dias,0.93,SMS
4595,16,26239.42,1-30 dias,0.84,Sin gestion
5788,117,4862.49,90+ dias,0.17,Sin gestion
6500,59,1049.2,31-60 dias,0.56,Llamada
2055,55,10553.75,31-60 dias,0.58,Email
3281,49,41528.25,31-60 dias,0.62,Email
293,50,47913.78,31-60 dias,0.62,Sin gestion
536,135,40429.52,90+ dias,0.05,Email
3761,161,41801.71,90+ dias,0.05,Llamada
6616,20,4530.24,1-30 dias,0.82,Acuerdo
4277,158,18175.85,90+ dias,0.05,SMS
3028,157,10606.57,90+ dias,0.05,Visita
5423,146,30921.45,90+ dias,0.05,Llamada
4094,139,565.42,90+ dias,0.05,SMS
1780,174,7698.84,90+ dias,0.05,SMS
6396,128,1744.47,90+ dias,0.1,Visita
3406,82,30248.96,61-90 dias,0.4,Email
4629,176,5548.35,90+ dias,0.05,Visita
1674,36,40475.28,31-60 dias,0.71,SMS
4774,51,1414.27,31-60 dias,0.61,Email
7241,93,17138.43,90+ dias,0.33,SMS
5169,80,4737.78,61-90 dias,0.42,Sin gestion
6350,157,8294.34,90+ dias,0.05,SMS
2451,176,15696.78,90+ dias,0.05,Acuerdo
2297,142,8987.77,90+ dias,0.05,SMS
6143,171,25493.71,90+ dias,0.05,Sin gestion
4195,77,2816.59,61-90 dias,0.44,Acuerdo
7302,73,22995.55,61-90 dias,0.46,Llamada
7661,116,50525.08,90+ dias,0.18,Llamada
6220,153,11168.45,90+ dias,0.05,Email
4237,112,1333.19,90+ dias,0.2,Sin gestion
6495,167,25478.72,90+ dias,0.05,SMS
2792,10,2422.39,1-30 dias,0.88,Sin gestion
6455,52,26219.92,31-60 dias,0.6,SMS
5368,121,28123.15,90+ dias,0.14,Sin gestion
5813,84,4722.3,61-90 dias,0.39,Acuerdo
6808,105,669.48,90+ dias,0.25,SMS
6609,39,21797.71,31-60 dias,0.69,Email
7761,70,11975.92,61-90 dias,0.48,Email
1933,154,5227.05,90+ dias,0.05,Llamada
7710,46,17905.35,31-60 dias,0.64,Sin gestion
1914,22,5136.85,1-30 dias,0.8,SMS
6982,12,4572.82,1-30 dias,0.87,Sin gestion
2602,146,2118.86,90+ dias,0.05,Llamada
646,166,32665.67,90+ dias,0.05,Email
6053,50,4054.95,31-60 dias,0.62,Email
526,173,38459.95,90+ dias,0.05,Llamada
3918,130,6839.38,90+ dias,0.08,Email
1567,179,12426.62,90+ dias,0.05,Acuerdo
4878,74,18498.22,61-90 dias,0.46,Email
5665,144,29460.37,90+ dias,0.05,Llamada
5125,68,44000.54,61-90 dias,0.5,SMS
5606,60,10146.47,31-60 dias,0.55,Llamada
7449,85,6235.94,61-90 dias,0.38,Sin gestion
2534,124,28640.21,90+ dias,0.12,Acuerdo
2739,47,9532.71,31-60 dias,0.64,Email
5102,44,10344.42,31-60 dias,0.66,Llamada
1575,144,10304.59,90+ dias,0.05,Visita
3032,165,30137.92,90+ dias,0.05,Sin gestion
6942,83,10694.23,61-90 dias,0.4,Acuerdo
2759,112,14324.46,90+ dias,0.2,Visita
1096,144,7838.59,90+ dias,0.05,Visita
3470,47,30007.39,31-60 dias,0.64,Visita
637,137,6084.37,90+ dias,0.05,Sin gestion
7422,33,28184.28,31-60 dias,0.73,Email
1088,112,51140.61,90+ dias,0.2,Sin gestion
4049,74,19794.88,61-90 dias,0.46,Llamada
76,26,45499.13,1-30 dias,0.78,Llamada
7946,144,4166.44,90+ dias,0.05,Llamada
6409,23,13565.74,1-30 dias,0.8,SMS
7150,106,7268.68,90+ dias,0.24,Llamada
4262,64,1486.73,61-90 dias,0.52,Acuerdo
6550,169,899.24,90+ dias,0.05,Acuerdo
115,111,710.1,90+ dias,0.21,Acuerdo
660,144,36670.45,90+ dias,0.05,Sin gestion
5416,129,5982.94,90+ dias,0.09,SMS
4177,115,43936.45,90+ dias,0.18,Acuerdo
363,19,7840.05,1-30 dias,0.82,Llamada
3282,100,18649.3,90+ dias,0.28,SMS
3657,22,33721.37,1-30 dias,0.8,Acuerdo
2196,131,21394.76,90+ dias,0.08,Llamada
4184,22,2741.45,1-30 dias,0.8,Email
2811,44,21253.61,31-60 dias,0.66,Visita
1790,123,12022.01,90+ dias,0.13,Sin gestion
7258,46,6770.26,31-60 dias,0.64,Llamada
3779,94,14945.37,90+ dias,0.32,Llamada
6155,38,11968.88,31-60 dias,0.7,Sin gestion
2711,93,13707.85,90+ dias,0.33,Visita
5629,87,31399.83,61-90 dias,0.37,Llamada
3664,65,42377.96,61-90 dias,0.52,Visita
5539,5,22863.6,1-30 dias,0.92,Visita
6994,173,1157.09,90+ dias,0.05,Sin gestion
2593,129,20330.65,90+ dias,0.09,Acuerdo
5577,111,10844.91,90+ dias,0.21,Llamada
1182,51,1547.36,31-60 dias,0.61,Acuerdo
3844,98,33649.25,90+ dias,0.3,Email
1937,117,929.88,90+ dias,0.17,Acuerdo
4275,171,18480.03,90+ dias,0.05,SMS
6085,14,3000.71,1-30 dias,0.86,Email
2312,176,11050.19,90+ dias,0.05,Llamada
6862,81,3084.1,61-90 dias,0.41,Llamada
6133,152,3310.1,90+ dias,0.05,SMS
6117,13,5553.04,1-30 dias,0.86,Acuerdo
7702,79,10174.75,61-90 dias,0.42,Sin gestion
7143,51,4681.82,31-60 dias,0.61,Acuerdo
1378,4,1929.31,1-30 dias,0.92,Sin gestion
2941,37,29133.59,31-60 dias,0.7,Llamada
7078,57,4541.41,31-60 dias,0.57,Acuerdo
5209,120,19926.71,90+ dias,0.15,Sin gestion
4560,36,19186.02,31-60 dias,0.71,Llamada
2698,38,965.71,31-60 dias,0.7,Email
5751,13,5844.99,1-30 dias,0.86,SMS
5747,72,1644.73,61-90 dias,0.47,Acuerdo
904,45,19683.31,31-60 dias,0.65,Llamada
3379,99,24520.04,90+ dias,0.29,Sin gestion
2793,56,18472.66,31-60 dias,0.58,Email
3528,111,2475.67,90+ dias,0.21,Email
4967,107,6083.35,90+ dias,0.24,SMS
2063,176,26231.37,90+ dias,0.05,Acuerdo
7341,126,11603.98,90+ dias,0.11,Sin gestion
5305,63,11502.1,61-90 dias,0.53,Acuerdo
912,106,6193.65,90+ dias,0.24,SMS
322,111,47160.32,90+ dias,0.21,SMS
271,12,8369.9,1-30 dias,0.87,SMS
6026,90,2143.94,61-90 dias,0.35,Visita
3078,105,4737.77,90+ dias,0.25,Acuerdo
5412,69,12184.0,61-90 dias,0.49,Sin gestion
5285,166,36246.7,90+ dias,0.05,Acuerdo
413,75,15684.32,61-90 dias,0.45,Acuerdo
889,139,4568.66,90+ dias,0.05,Sin gestion
6114,148,13708.94,90+ dias,0.05,Visita
2101,104,44364.74,90+ dias,0.26,Acuerdo
6939,160,20127.51,90+ dias,0.05,Email
2459,77,2822.91,61-90 dias,0.44,Visita
2214,141,5890.38,90+ dias,0.05,Sin gestion
5582,20,14303.75,1-30 dias,0.82,Llamada
3730,36,22195.96,31-60 dias,0.71,Llamada
2604,45,1684.99,31-60 dias,0.65,Acuerdo
2900,88,24626.0,61-90 dias,0.36,Llamada
2032,46,2704.41,31-60 dias,0.64,Sin gestion
5094,88,13255.2,61-90 dias,0.36,Email
5047,92,1750.14,90+ dias,0.34,Sin gestion
4962,111,2802.85,90+ dias,0.21,Llamada
2083,97,16602.41,90+ dias,0.3,Acuerdo
2985,145,10317.84,90+ dias,0.05,Email
1619,140,32144.15,90+ dias,0.05,Sin gestion
4880,133,39113.88,90+ dias,0.06,Llamada
6005,52,10024.2,31-60 dias,0.6,Acuerdo
4318,28,10882.58,1-30 dias,0.76,Visita
3238,83,41886.23,61-90 dias,0.4,Email
5153,152,5985.68,90+ dias,0.05,Llamada
5288,175,52813.65,90+ dias,0.05,Email
2671,98,2484.28,90+ dias,0.3,Llamada
853,60,15049.1,31-60 dias,0.55,Email
6985,113,30214.29,90+ dias,0.2,Acuerdo
6851,155,4284.57,90+ dias,0.05,Email
4080,57,18793.51,31-60 dias,0.57,Acuerdo
4375,42,39153.13,31-60 dias,0.67,Email
7381,52,19521.59,31-60 dias,0.6,Acuerdo
4470,4,13629.58,1-30 dias,0.92,Visita
465,85,5587.48,61-90 dias,0.38,Acuerdo
7012,31,15854.04,31-60 dias,0.74,Llamada
2194,41,4101.82,31-60 dias,0.68,Visita
911,166,19063.1,90+ dias,0.05,Visita
6047,92,731.5,90+ dias,0.34,Sin gestion
1026,129,859.82,90+ dias,0.09,Visita
389,100,17741.35,90+ dias,0.28,Acuerdo
7258,128,2532.81,90+ dias,0.1,Email
4947,117,8375.75,90+ dias,0.17,Sin gestion
1666,156,5119.86,90+ dias,0.05,Sin gestion
3056,144,17200.59,90+ dias,0.05,Email
3206,131,5326.78,90+ dias,0.08,Email
6105,104,6155.87,90+ dias,0.26,Sin gestion
345,179,27985.21,90+ dias,0.05,Sin gestion
5566,57,46060.36,31-60 dias,0.57,Email
7492,110,7096.13,90+ dias,0.22,Llamada
4970,123,19168.17,90+ dias,0.13,Llamada
5704,8,724.88,1-30 dias,0.9,Acuerdo
1160,108,5243.3,90+ dias,0.23,Email
5605,148,3245.24,90+ dias,0.05,Sin gestion
2339,77,12401.98,61-90 dias,0.44,Sin gestion
5739,40,25010.34,31-60 dias,0.68,Sin gestion
4966,168,19789.87,90+ dias,0.05,SMS
4679,159,509.15,90+ dias,0.05,Email
2404,159,2350.08,90+ dias,0.05,Sin gestion
4407,160,11878.32,90+ dias,0.05,Visita
7188,143,6216.08,90+ dias,0.05,Llamada
580,147,6707.11,90+ dias,0.05,Acuerdo
1019,117,41947.26,90+ dias,0.17,Llamada
7245,66,17590.1,61-90 dias,0.51,Email
7733,19,12546.78,1-30 dias,0.82,Sin gestion
663,101,17505.97,90+ dias,0.28,Visita
6976,17,3097.9,1-30 dias,0.84,Sin gestion
204,4,13453.06,1-30 dias,0.92,Email
2663,139,21686.51,90+ dias,0.05,Email
2135,79,5679.5,61-90 dias,0.42,Email
2840,76,30777.67,61-90 dias,0.44,Acuerdo
1104,8,26559.82,1-30 dias,0.9,Acuerdo
4079,81,21074.06,61-90 dias,0.41,Sin gestion
2680,129,2294.22,90+ dias,0.09,SMS
2908,36,14755.85,31-60 dias,0.71,Sin gestion
7010,155,9282.14,90+ dias,0.05,Visita
7242,5,30595.63,1-30 dias,0.92,Sin gestion
6502,47,13554.03,31-60 dias,0.64,SMS
5276,33,22941.98,31-60 dias,0.73,Email
7232,133,49097.81,90+ dias,0.06,Visita
4452,175,2925.45,90+ dias,0.05,Visita
4936,156,23892.05,90+ dias,0.05,Email
4297,175,26625.96,90+ dias,0.05,SMS
5781,171,696.25,90+ dias,0.05,Sin gestion
7214,115,2965.61,90+ dias,0.18,Visita
2957,55,34103.59,31-60 dias,0.58,SMS
785,140,35182.58,90+ dias,0.05,Llamada
3411,2,18066.61,1-30 dias,0.94,Email
6722,108,8852.34,90+ dias,0.23,SMS
902,149,24434.99,90+ dias,0.05,Email
560,14,10021.08,1-30 dias,0.86,Email
4743,41,33556.29,31-60 dias,0.68,Acuerdo
161,56,601.48,31-60 dias,0.58,SMS
7077,144,1979.11,90+ dias,0.05,Visita
7374,162,20413.01,90+ dias,0.05,Email
516,58,9469.52,31-60 dias,0.56,Acuerdo
2302,137,18586.13,90+ dias,0.05,Email
5668,110,4865.78,90+ dias,0.22,SMS
4954,104,3508.61,90+ dias,0.26,Email
4078,75,1522.83,61-90 dias,0.45,Acuerdo
844,31,2067.41,31-60 dias,0.74,Visita
6220,146,11650.92,90+ dias,0.05,SMS
1533,56,16099.36,31-60 dias,0.58,Acuerdo
1361,158,14027.68,90+ dias,0.05,SMS
3343,168,28594.34,90+ dias,0.05,Sin gestion
2079,123,11732.19,90+ dias,0.13,Llamada
1329,96,505.53,90+ dias,0.31,Visita
6362,122,2849.83,90+ dias,0.14,Acuerdo
2196,69,25577.72,61-90 dias,0.49,SMS
5867,17,16341.61,1-30 dias,0.84,SMS
1780,45,26473.52,31-60 dias,0.65,Acuerdo
7275,82,3113.29,61-90 dias,0.4,Email
2882,77,9218.34,61-90 dias,0.44,Visita
6577,94,18834.11,90+ dias,0.32,Visita
5221,24,1648.98,1-30 dias,0.79,SMS
1193,5,939.9,1-30 dias,0.92,Acuerdo
1343,133,3018.6,90+ dias,0.06,Acuerdo
357,78,44441.35,61-90 dias,0.43,Sin gestion
2400,170,26910.01,90+ dias,0.05,Email
3668,178,4526.67,90+ dias,0.05,Llamada
2019,116,2376.54,90+ dias,0.18,Email
5155,115,1358.34,90+ dias,0.18,Email
7035,88,47066.38,61-90 dias,0.36,Email
7953,39,30981.37,31-60 dias,0.69,Sin gestion
6315,161,17527.83,90+ dias,0.05,Visita
4059,170,15357.68,90+ dias,0.05,Visita
6957,48,1373.53,31-60 dias,0.63,SMS
5883,106,37442.32,90+ dias,0.24,Visita
2421,107,47576.8,90+ dias,0.24,Sin gestion
2430,62,18758.48,61-90 dias,0.54,Acuerdo
3413,46,4326.41,31-60 dias,0.64,Sin gestion
4732,32,6622.08,31-60 dias,0.74,Email
6874,54,5657.56,31-60 dias,0.59,Llamada
53,130,4064.91,90+ dias,0.08,Acuerdo
3797,35,12644.66,31-60 dias,0.72,SMS
4265,99,19259.04,90+ dias,0.29,Sin gestion
1379,153,744.33,90+ dias,0.05,SMS
2841,44,1194.13,31-60 dias,0.66,Sin gestion
5336,99,12966.67,90+ dias,0.29,Email
4146,164,2334.49,90+ dias,0.05,Email
3419,73,28792.68,61-90 dias,0.46,SMS
324,102,18060.33,90+ dias,0.27,Visita
5802,142,25688.98,90+ dias,0.05,Sin gestion
6114,84,7402.36,61-90 dias,0.39,SMS
629,28,10058.0,1-30 dias,0.76,Acuerdo
5319,157,1332.64,90+ dias,0.05,Acuerdo
